,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
69,"WATAHA, JOHN",NA,NA,NA,NA,NA
70,"DAVIS, TRISHA",NA,NA,NA,NA,NA
71,"BURKE, WYLIE",NA,NA,NA,NA,NA
72,"SCHWARTZ, DANIEL",4415,32,20,74,36
73,"BREMNER, WILLIAM",NA,NA,NA,NA,NA
74,"TIAN, RONG",NA,NA,NA,NA,NA
75,"CHIU, DANIEL",NA,NA,NA,NA,NA
76,"STAMATOYANNOPOULOS, G",NA,NA,NA,NA,NA
77,"CLARK, JOHN",5807,38,15,124,30
78,"WEIR, BRUCE",NA,NA,NA,NA,NA
79,"GREENBERG, E",NA,NA,NA,NA,NA
80,"HEINECKE, JAY",NA,NA,NA,NA,NA
81,"JARVIK, GAIL",NA,NA,NA,NA,NA
82,"AGRAWAL, NIDHI",NA,NA,NA,NA,NA
83,"ELKON, KEITH",NA,NA,NA,NA,NA
84,"HEITKEMPER, MARGARET",NA,NA,NA,NA,NA
85,"SLATTERY, JOHN",NA,NA,NA,NA,NA
86,"ESSELMAN, PETER",NA,NA,NA,NA,NA
87,"BOEKER, WARREN",8332,24,20,31,27
88,"MULLINS, JAMES",NA,NA,NA,NA,NA
89,"POOVENDRAN, RAADHAKRISHNAN",NA,NA,NA,NA,NA
90,"LEVY, HENRY",24389,71,36,137,72
91,"MARSHALL, JULIAN",NA,NA,NA,NA,NA
92,"SEFCIK, STEPHAN",NA,NA,NA,NA,NA
93,"GOVERMAN, JOAN",NA,NA,NA,NA,NA
94,"YAGER, PAUL",18228,66,42,191,112
95,"KUSZLER, PATRICIA",NA,NA,NA,NA,NA
96,"MATSUMOTO, DAWN",NA,NA,NA,NA,NA
97,"STAPLETON, F",NA,NA,NA,NA,NA
98,"SCHWARTZ, MICHAEL",NA,NA,NA,NA,NA
99,"CHAN, DANIEL",NA,NA,NA,NA,NA
